distance_km,estimated_duration_min,avg_speed_kmh,road_type_score,traffic_level,weather_risk,rainfall_mm,time_of_day,day_of_week,urban_density,accident_risk_score,construction_risk_score,elevation_variation,temperature_c,humidity,wind_speed_kmh,season,region_type,vehicle_load_factor,road_condition_label
73.1,121.36,36.14,0.62,0.47,0.59,3.81,midday,thursday,0.5,0.34,0.11,9.35,2.86,0.71,22.45,winter,suburban,0.44,Moderate
24.62,44.69,33.05,0.48,0.73,0.39,3.77,evening,tuesday,0.91,0.45,0.28,11.72,18.96,0.63,17.4,spring,urban,0.43,Moderate
31.9,99.76,19.19,0.43,0.55,0.52,3.15,night,wednesday,0.79,0.39,0.36,9.15,9.62,0.74,7.33,autumn,urban,0.4,Moderate
215.75,196.42,65.9,0.75,0.38,0.49,6.38,evening,thursday,0.32,0.35,0.18,34.45,4.72,0.75,25.92,winter,regional,0.39,Excellent
23.47,57.1,24.66,0.36,0.78,0.67,4.13,night,friday,0.91,0.6,0.37,8.52,-0.61,0.72,28.61,winter,urban,0.58,Poor
222.16,155.22,85.88,0.88,0.47,0.72,1.64,morning_peak,monday,0.17,0.44,0.17,18.68,-1.55,0.8,26.05,winter,regional,0.51,Good
308.84,242.74,76.34,0.65,0.58,0.55,7.09,afternoon_peak,monday,0.35,0.46,0.29,33.54,-0.92,0.68,24.26,winter,regional,0.51,Moderate
17.19,36.43,28.3,0.53,0.85,0.64,7.23,midday,tuesday,0.92,0.57,0.36,5.24,1.2,0.73,24.97,winter,urban,0.5,Poor
25.15,96.95,15.56,0.3,0.77,0.13,1.72,midday,monday,0.89,0.48,0.49,12.48,20.33,0.5,27.68,summer,urban,0.45,Moderate
51.57,41.3,74.93,0.96,0.5,0.41,1.88,evening,friday,0.32,0.43,0.28,8.95,7.97,0.66,12.55,spring,regional,0.28,Good
31.49,90.4,20.9,0.36,0.65,0.45,4.4,evening,friday,0.79,0.45,0.33,12.46,7.54,0.64,17.81,autumn,urban,0.34,Moderate
206.79,166.04,74.73,0.96,0.4,0.59,1.14,evening,tuesday,0.14,0.41,0.17,21.27,7.36,0.72,21.3,autumn,regional,0.53,Excellent
74.78,87.28,51.41,0.57,0.72,0.5,2.82,afternoon_peak,thursday,0.57,0.43,0.31,9.46,7.82,0.7,15.03,autumn,suburban,0.49,Moderate
31.12,56.88,32.82,0.32,0.64,0.66,1.81,midday,friday,0.72,0.49,0.25,16.28,5.99,0.74,23.18,winter,urban,0.45,Moderate
31.01,70.67,26.33,0.34,0.78,0.59,2.61,night,monday,0.89,0.55,0.3,1.0,-1.72,0.72,30.31,winter,urban,0.52,Poor
99.78,72.85,82.18,0.97,0.5,0.53,3.28,morning_peak,sunday,0.16,0.46,0.25,10.19,15.57,0.67,17.17,autumn,regional,0.43,Good
78.7,98.31,48.03,0.77,0.64,0.64,2.75,morning_peak,tuesday,0.43,0.46,0.19,16.28,-0.07,0.64,29.8,winter,suburban,0.4,Moderate
23.85,78.34,18.26,0.48,0.87,0.26,1.71,morning_peak,wednesday,0.84,0.44,0.32,9.65,14.99,0.65,14.89,spring,urban,0.62,Moderate
255.17,260.22,58.84,0.66,0.65,0.27,1.17,morning_peak,thursday,0.37,0.36,0.26,26.77,10.49,0.52,21.93,spring,regional,0.46,Good
28.75,36.95,46.7,0.55,0.64,0.77,6.0,night,monday,0.66,0.55,0.29,1.0,-0.65,0.74,23.33,winter,suburban,0.38,Poor
108.32,104.18,62.38,0.69,0.41,0.1,0.71,midday,wednesday,0.27,0.37,0.39,4.15,23.5,0.48,8.38,summer,regional,0.29,Excellent
19.7,38.72,30.52,0.41,0.55,0.16,1.11,midday,sunday,0.73,0.45,0.26,11.82,4.74,0.53,20.06,spring,urban,0.47,Good
52.29,70.99,44.19,0.62,0.42,0.72,9.13,evening,sunday,0.53,0.43,0.14,13.33,5.03,0.74,16.8,winter,suburban,0.37,Moderate
209.48,150.5,83.51,0.7,0.27,0.12,0.43,early_morning,sunday,0.36,0.31,0.39,24.41,23.81,0.43,12.57,summer,regional,0.38,Excellent
47.75,58.14,49.28,0.6,0.52,0.26,3.67,early_morning,friday,0.42,0.42,0.31,10.47,-1.03,0.45,9.89,spring,suburban,0.4,Good
229.75,195.29,70.59,0.7,0.57,0.51,3.53,morning_peak,monday,0.21,0.41,0.18,16.53,4.79,0.71,34.41,winter,regional,0.48,Excellent
165.69,121.28,81.97,0.98,0.63,0.61,6.2,morning_peak,friday,0.32,0.52,0.18,16.4,-2.6,0.8,19.46,winter,regional,0.48,Good
26.73,75.7,21.19,0.25,0.78,0.07,0.92,afternoon_peak,wednesday,0.68,0.46,0.35,10.64,20.17,0.53,30.02,summer,urban,0.36,Moderate
148.03,100.1,88.73,0.75,0.44,0.41,4.41,midday,thursday,0.27,0.35,0.14,22.78,4.86,0.64,11.11,spring,regional,0.27,Excellent
281.89,250.17,67.61,0.77,0.65,0.36,1.4,afternoon_peak,monday,0.41,0.36,0.31,31.85,8.27,0.58,21.79,spring,regional,0.47,Good
76.18,94.78,48.23,0.71,0.52,0.44,2.54,night,thursday,0.6,0.42,0.31,3.1,11.71,0.63,28.16,autumn,suburban,0.59,Moderate
12.98,27.61,28.2,0.41,0.71,0.2,1.76,midday,wednesday,0.95,0.53,0.28,2.5,7.09,0.57,15.22,spring,urban,0.6,Moderate
274.99,197.68,83.47,0.93,0.19,0.16,1.25,midday,sunday,0.28,0.22,0.25,31.13,20.98,0.49,10.87,summer,regional,0.33,Excellent
44.44,60.01,44.44,0.47,0.64,0.39,4.65,evening,monday,0.58,0.57,0.25,8.73,7.52,0.54,14.23,spring,suburban,0.42,Moderate
120.06,117.43,61.35,0.91,0.41,0.51,2.4,evening,friday,0.15,0.4,0.21,9.9,-4.24,0.61,28.53,winter,regional,0.37,Good
15.84,60.73,15.65,0.52,0.8,0.39,3.59,midday,tuesday,0.89,0.54,0.28,1.0,11.38,0.58,17.41,spring,urban,0.55,Moderate
169.45,113.73,89.4,0.84,0.26,0.15,0.0,evening,tuesday,0.29,0.2,0.37,13.81,18.75,0.57,18.98,summer,regional,0.31,Excellent
300.45,262.34,68.72,0.85,0.37,0.57,6.78,midday,saturday,0.38,0.44,0.3,30.41,11.06,0.71,16.6,autumn,regional,0.32,Good
63.0,62.24,60.74,0.71,0.54,0.21,2.66,midday,wednesday,0.48,0.4,0.18,4.13,9.82,0.48,16.58,spring,suburban,0.51,Good
215.35,158.48,81.53,0.67,0.42,0.77,10.56,evening,monday,0.23,0.48,0.09,19.21,2.57,0.74,23.38,winter,regional,0.4,Moderate
49.74,81.23,36.74,0.6,0.58,0.29,4.97,midday,tuesday,0.5,0.4,0.35,8.56,18.9,0.56,19.38,summer,suburban,0.51,Moderate
11.94,33.45,21.43,0.44,0.77,0.21,1.47,midday,thursday,0.87,0.47,0.47,7.27,22.78,0.65,16.68,summer,urban,0.46,Moderate
60.59,84.61,42.97,0.42,0.8,0.29,1.17,afternoon_peak,friday,0.39,0.5,0.25,17.05,4.74,0.54,4.37,spring,suburban,0.5,Moderate
4.07,14.49,16.87,0.55,0.61,0.64,6.85,early_morning,friday,0.79,0.53,0.41,8.57,9.21,0.71,21.13,autumn,urban,0.57,Moderate
71.33,67.75,63.17,0.89,0.45,0.3,5.36,night,wednesday,0.4,0.46,0.1,1.0,10.34,0.55,18.99,spring,regional,0.33,Good
14.07,24.37,34.65,0.4,0.59,0.25,0.48,evening,sunday,0.95,0.41,0.28,5.24,-0.37,0.5,16.91,spring,urban,0.41,Moderate
156.41,102.54,91.52,0.94,0.33,0.61,1.88,night,monday,0.14,0.46,0.2,14.94,2.77,0.64,23.31,winter,regional,0.33,Excellent
246.56,173.54,85.25,0.87,0.52,0.39,2.55,afternoon_peak,monday,0.19,0.39,0.18,25.09,11.79,0.62,26.07,autumn,regional,0.49,Good
20.76,56.67,21.98,0.46,0.8,0.52,2.41,morning_peak,wednesday,0.69,0.5,0.28,8.11,7.14,0.54,11.76,autumn,urban,0.51,Moderate
23.45,73.7,19.09,0.29,0.69,0.37,2.42,evening,sunday,0.99,0.52,0.3,1.0,11.01,0.67,26.07,autumn,urban,0.46,Poor
28.06,40.45,41.62,0.62,0.58,0.22,1.62,early_morning,friday,0.53,0.46,0.34,8.22,22.2,0.51,25.21,summer,suburban,0.37,Moderate
29.61,106.44,16.69,0.32,1.0,0.67,5.35,afternoon_peak,friday,0.92,0.77,0.29,3.32,3.35,0.74,18.92,winter,urban,0.64,Very Poor
29.31,39.95,44.03,0.7,0.71,0.34,3.2,afternoon_peak,sunday,0.7,0.5,0.4,8.51,25.24,0.58,16.89,summer,suburban,0.34,Moderate
31.25,59.17,31.69,0.28,0.62,0.54,5.34,midday,tuesday,0.72,0.46,0.4,15.43,7.3,0.66,27.98,autumn,urban,0.38,Moderate
131.79,89.62,88.23,0.66,0.48,0.31,2.85,evening,friday,0.37,0.36,0.14,11.44,2.54,0.56,29.17,autumn,regional,0.42,Good
13.7,40.86,20.11,0.47,0.54,0.39,2.6,evening,wednesday,0.81,0.34,0.18,6.24,17.81,0.53,17.72,spring,urban,0.32,Moderate
56.63,65.53,51.86,0.62,0.51,0.46,5.44,night,monday,0.38,0.38,0.41,11.51,12.13,0.59,20.8,autumn,suburban,0.31,Moderate
51.48,35.83,86.22,0.97,0.46,0.31,3.4,night,friday,0.32,0.35,0.2,11.27,9.88,0.55,10.44,spring,regional,0.38,Excellent
134.1,110.67,72.7,0.65,0.68,0.16,2.69,morning_peak,thursday,0.41,0.4,0.37,15.29,8.27,0.51,12.8,spring,regional,0.36,Good
175.53,186.13,56.58,0.88,0.48,0.63,6.41,early_morning,wednesday,0.4,0.37,0.26,24.31,-2.67,0.74,32.92,winter,regional,0.43,Moderate
179.79,141.51,76.23,0.92,0.67,0.18,1.84,morning_peak,thursday,0.38,0.43,0.44,13.03,18.09,0.49,14.73,summer,regional,0.47,Good
21.17,50.24,25.29,0.31,0.93,0.12,1.08,morning_peak,tuesday,0.89,0.55,0.48,2.52,19.68,0.57,12.25,summer,urban,0.52,Moderate
211.05,164.72,76.88,0.88,0.59,0.37,2.15,morning_peak,thursday,0.42,0.44,0.25,20.72,7.5,0.63,21.72,spring,regional,0.44,Good
37.95,40.04,56.86,0.48,0.43,0.32,3.91,early_morning,wednesday,0.49,0.36,0.35,1.22,15.03,0.56,12.76,summer,suburban,0.43,Good
35.56,35.35,60.35,0.77,0.49,0.41,3.04,night,thursday,0.43,0.37,0.18,7.67,3.66,0.6,18.7,autumn,suburban,0.41,Good
27.28,68.31,23.96,0.38,0.73,0.17,0.88,evening,thursday,0.78,0.52,0.48,9.02,14.02,0.56,18.51,summer,urban,0.41,Moderate
132.62,92.8,85.74,0.9,0.35,0.6,7.42,evening,monday,0.32,0.38,0.24,11.57,17.39,0.73,30.55,autumn,regional,0.29,Good
59.47,75.28,47.4,0.51,0.72,0.48,2.31,afternoon_peak,thursday,0.57,0.56,0.32,6.94,9.34,0.57,18.01,autumn,suburban,0.54,Moderate
233.53,214.17,65.43,0.93,0.42,0.14,0.57,midday,wednesday,0.36,0.32,0.44,24.84,19.56,0.48,18.64,summer,regional,0.43,Excellent
29.48,81.04,21.82,0.44,0.67,0.32,4.96,evening,wednesday,0.8,0.42,0.19,7.88,10.61,0.6,14.03,spring,urban,0.54,Moderate
37.48,39.62,56.75,0.69,0.59,0.48,5.11,midday,wednesday,0.71,0.41,0.26,1.78,2.1,0.64,24.7,winter,suburban,0.38,Good
74.23,97.8,45.54,0.6,0.39,0.33,3.15,early_morning,sunday,0.68,0.32,0.28,14.55,5.85,0.54,16.31,autumn,suburban,0.32,Good
141.23,113.72,74.52,0.65,0.47,0.47,1.96,early_morning,friday,0.3,0.43,0.1,13.94,3.82,0.61,16.61,autumn,regional,0.42,Moderate
210.02,196.79,64.04,0.67,0.45,0.55,6.22,midday,thursday,0.41,0.42,0.21,20.88,12.98,0.77,22.2,autumn,regional,0.46,Good
26.05,81.12,19.27,0.42,0.71,0.29,2.6,night,wednesday,0.9,0.44,0.28,6.38,13.48,0.55,11.02,spring,urban,0.53,Moderate
49.38,88.28,33.56,0.71,0.77,0.28,2.27,morning_peak,thursday,0.61,0.48,0.34,13.65,14.29,0.52,6.7,spring,suburban,0.59,Moderate
47.54,53.38,53.43,0.64,0.41,0.39,5.26,midday,saturday,0.54,0.37,0.29,4.84,6.55,0.53,6.87,autumn,suburban,0.33,Good
188.85,170.43,66.48,0.76,0.26,0.6,2.82,midday,sunday,0.15,0.45,0.16,25.19,-1.7,0.68,21.26,winter,regional,0.45,Excellent
84.41,124.63,40.64,0.5,0.7,0.7,1.84,afternoon_peak,tuesday,0.46,0.64,0.22,5.5,0.6,0.66,27.42,winter,suburban,0.54,Poor
27.83,79.15,21.1,0.38,0.65,0.34,2.82,early_morning,friday,0.87,0.52,0.38,6.5,3.27,0.51,23.4,autumn,urban,0.35,Moderate
20.24,43.7,27.8,0.45,0.59,0.35,2.64,midday,sunday,0.75,0.45,0.32,1.55,9.44,0.58,16.07,spring,urban,0.46,Moderate
194.19,154.38,75.47,0.95,0.3,0.37,2.95,early_morning,thursday,0.22,0.3,0.31,29.63,15.36,0.57,9.02,spring,regional,0.39,Good
17.64,69.64,15.2,0.36,0.75,0.84,6.18,midday,wednesday,0.73,0.62,0.3,5.14,-2.44,0.84,29.48,winter,urban,0.52,Poor
63.04,54.58,69.3,0.72,0.37,0.6,6.06,early_morning,friday,0.19,0.41,0.24,3.32,6.14,0.62,12.89,winter,regional,0.32,Good
7.34,16.13,27.31,0.5,0.6,0.65,8.73,night,saturday,0.92,0.5,0.23,1.0,-5.63,0.67,25.18,winter,urban,0.42,Moderate
254.78,214.77,71.18,0.83,0.56,0.52,4.93,afternoon_peak,wednesday,0.15,0.43,0.15,17.7,6.34,0.66,25.99,winter,regional,0.4,Moderate
15.5,20.6,45.16,0.46,0.48,0.53,6.23,night,saturday,0.69,0.43,0.3,15.83,6.17,0.56,22.66,winter,suburban,0.48,Moderate
29.32,35.9,49.01,0.48,0.73,0.23,1.48,afternoon_peak,thursday,0.52,0.48,0.25,1.0,7.87,0.48,6.53,spring,suburban,0.47,Good
47.82,32.11,89.34,0.85,0.34,0.51,6.74,evening,sunday,0.25,0.32,0.2,4.06,4.21,0.62,26.78,winter,regional,0.23,Excellent
60.17,65.98,54.71,0.49,0.45,0.59,5.69,midday,sunday,0.61,0.4,0.2,9.51,-2.63,0.68,26.74,winter,suburban,0.46,Moderate
4.04,8.22,29.48,0.49,0.77,0.72,7.2,morning_peak,saturday,0.7,0.58,0.23,3.12,-3.18,0.73,21.86,winter,urban,0.4,Poor
10.1,30.97,19.57,0.48,0.84,0.6,6.1,early_morning,tuesday,0.97,0.65,0.33,10.51,7.45,0.64,19.88,winter,urban,0.47,Poor
26.99,37.31,43.4,0.53,0.74,0.5,5.43,afternoon_peak,wednesday,0.65,0.45,0.18,12.42,5.63,0.59,15.22,autumn,suburban,0.44,Moderate
58.16,84.29,41.4,0.7,0.65,0.46,5.49,morning_peak,monday,0.52,0.53,0.26,1.57,6.34,0.62,19.96,autumn,suburban,0.47,Moderate
13.36,29.07,27.58,0.33,0.9,0.25,0.46,morning_peak,tuesday,0.69,0.42,0.21,1.0,5.44,0.52,11.4,spring,urban,0.62,Moderate
19.33,47.15,24.6,0.44,0.79,0.28,1.97,morning_peak,monday,0.71,0.44,0.29,5.22,8.29,0.53,11.85,spring,urban,0.43,Moderate
55.86,53.26,62.92,0.62,0.32,0.11,1.68,evening,sunday,0.36,0.2,0.35,9.94,8.15,0.42,22.96,summer,regional,0.27,Excellent
31.6,75.54,25.1,0.5,0.93,0.56,4.12,morning_peak,friday,0.87,0.47,0.34,1.0,8.54,0.68,24.01,autumn,urban,0.66,Poor
20.84,43.21,28.94,0.43,0.71,0.3,1.57,afternoon_peak,saturday,0.92,0.47,0.42,6.5,5.22,0.64,21.16,spring,urban,0.55,Moderate
14.76,16.76,52.81,0.51,0.42,0.47,4.5,evening,monday,0.49,0.4,0.25,2.63,15.5,0.66,22.11,autumn,suburban,0.34,Good
14.9,30.05,29.75,0.49,0.62,0.36,2.78,evening,wednesday,0.91,0.42,0.36,14.86,15.31,0.57,12.58,spring,urban,0.47,Moderate
26.2,61.89,25.4,0.46,0.63,0.0,0.0,night,wednesday,0.71,0.34,0.44,14.01,16.63,0.44,7.97,summer,urban,0.4,Good
21.11,24.6,51.5,0.58,0.53,0.25,2.46,early_morning,thursday,0.61,0.35,0.3,1.0,16.86,0.63,8.81,summer,suburban,0.49,Good
5.1,13.26,23.06,0.27,0.64,0.13,0.85,evening,saturday,0.97,0.42,0.45,2.74,14.48,0.56,17.39,summer,urban,0.49,Moderate
4.35,16.35,15.98,0.3,0.83,0.69,4.18,afternoon_peak,saturday,0.91,0.68,0.33,1.03,3.76,0.65,24.28,winter,urban,0.58,Poor
54.46,67.23,48.6,0.71,0.58,0.65,6.66,morning_peak,monday,0.39,0.45,0.21,12.44,-4.06,0.79,19.65,winter,suburban,0.34,Moderate
26.07,28.66,54.58,0.74,0.36,0.28,1.96,midday,friday,0.56,0.37,0.31,8.63,7.46,0.56,18.14,spring,suburban,0.27,Good
108.43,72.08,90.25,0.87,0.39,0.22,0.95,midday,monday,0.16,0.42,0.38,12.61,16.23,0.55,13.77,summer,regional,0.43,Good
18.17,34.08,32.0,0.5,0.56,0.59,6.74,evening,sunday,0.9,0.52,0.22,8.12,-1.19,0.69,17.75,winter,urban,0.45,Moderate
36.97,35.34,62.77,0.73,0.45,0.39,3.86,midday,tuesday,0.5,0.38,0.18,13.36,14.51,0.54,24.51,autumn,suburban,0.35,Good
7.5,14.86,30.27,0.36,0.6,0.3,1.23,midday,thursday,0.68,0.34,0.3,1.69,9.99,0.51,18.54,spring,urban,0.41,Moderate
285.76,280.38,61.15,0.69,0.46,0.14,1.9,midday,thursday,0.38,0.34,0.24,37.43,8.82,0.54,14.95,spring,regional,0.43,Good
19.13,65.82,17.44,0.42,0.71,0.67,8.35,afternoon_peak,saturday,0.75,0.47,0.39,1.0,6.32,0.66,19.4,winter,urban,0.53,Poor
55.58,64.74,51.51,0.53,0.45,0.24,1.24,evening,thursday,0.4,0.35,0.39,1.0,25.92,0.55,20.93,summer,suburban,0.39,Good
176.9,126.42,83.96,0.89,0.44,0.48,2.83,midday,wednesday,0.4,0.26,0.18,23.43,4.24,0.57,32.31,winter,regional,0.5,Good
10.36,31.6,19.67,0.47,0.68,0.12,2.07,night,wednesday,0.88,0.38,0.44,12.2,14.26,0.45,18.71,summer,urban,0.49,Moderate
64.01,91.89,41.79,0.76,0.63,0.44,2.61,evening,thursday,0.71,0.42,0.29,11.23,5.94,0.71,17.13,autumn,suburban,0.47,Moderate
239.08,156.3,91.77,0.66,0.31,0.48,3.83,night,wednesday,0.18,0.35,0.16,19.72,13.98,0.66,20.95,autumn,regional,0.4,Good
103.22,68.48,90.44,0.83,0.4,0.25,2.72,evening,friday,0.23,0.27,0.16,1.0,12.66,0.49,13.13,spring,regional,0.43,Excellent
73.06,104.98,41.75,0.74,0.49,0.29,3.05,night,sunday,0.59,0.37,0.3,17.71,2.88,0.64,9.58,spring,suburban,0.49,Good
23.51,80.65,17.49,0.28,0.76,0.48,1.78,midday,wednesday,0.81,0.65,0.39,1.0,2.88,0.71,15.16,autumn,urban,0.44,Very Poor
61.17,46.11,79.59,0.75,0.49,0.72,2.65,morning_peak,wednesday,0.17,0.55,0.21,3.59,7.51,0.73,31.7,winter,regional,0.42,Good
16.31,21.06,46.46,0.69,0.47,0.23,1.67,midday,sunday,0.64,0.31,0.43,19.5,15.48,0.52,14.36,summer,suburban,0.35,Good
15.72,32.34,29.15,0.35,0.71,0.11,1.36,midday,thursday,0.98,0.46,0.41,8.59,12.47,0.49,18.18,summer,urban,0.48,Moderate
68.57,110.71,37.16,0.68,0.66,0.61,7.72,morning_peak,tuesday,0.5,0.49,0.23,9.22,-0.31,0.65,18.67,winter,suburban,0.4,Moderate
71.43,101.91,42.05,0.75,0.54,0.28,3.38,early_morning,tuesday,0.52,0.43,0.25,8.35,9.74,0.64,23.79,spring,suburban,0.35,Good
26.59,94.64,16.86,0.26,0.69,0.28,4.07,morning_peak,sunday,0.73,0.49,0.26,1.0,7.4,0.53,10.35,spring,urban,0.52,Poor
31.79,40.72,46.84,0.74,0.71,0.14,1.92,midday,monday,0.61,0.41,0.31,1.07,10.3,0.56,20.57,spring,suburban,0.47,Good
242.93,208.41,69.94,0.73,0.47,0.31,1.72,midday,monday,0.42,0.35,0.22,21.63,6.91,0.55,12.01,spring,regional,0.51,Good
73.11,84.95,51.64,0.69,0.39,0.8,2.74,night,friday,0.52,0.44,0.35,11.54,-5.23,0.81,22.35,winter,suburban,0.34,Moderate
26.22,76.79,20.48,0.52,0.72,0.31,2.8,evening,friday,0.83,0.51,0.35,7.66,7.97,0.55,13.2,spring,urban,0.63,Moderate
49.12,69.85,42.19,0.55,0.58,0.68,3.42,afternoon_peak,sunday,0.71,0.46,0.29,2.95,-1.84,0.69,25.79,winter,suburban,0.43,Moderate
16.57,63.89,15.56,0.29,0.84,0.54,6.5,afternoon_peak,wednesday,0.78,0.57,0.31,1.0,-0.64,0.75,30.96,winter,urban,0.46,Poor
205.91,148.94,82.95,0.85,0.6,0.45,4.05,morning_peak,wednesday,0.37,0.5,0.28,18.95,10.96,0.58,22.72,autumn,regional,0.65,Moderate
28.58,66.62,25.74,0.57,0.64,0.37,3.24,midday,friday,0.8,0.47,0.35,11.13,5.3,0.58,18.41,spring,urban,0.36,Moderate
27.22,75.49,21.64,0.52,0.83,0.65,9.21,evening,monday,0.95,0.6,0.38,6.68,1.1,0.74,29.81,winter,urban,0.55,Poor
167.15,159.07,63.05,0.91,0.56,0.24,1.63,morning_peak,wednesday,0.14,0.44,0.29,21.41,10.97,0.5,12.46,summer,regional,0.4,Good
14.97,43.26,20.76,0.48,1.0,0.32,3.1,afternoon_peak,friday,0.99,0.68,0.43,7.69,20.56,0.64,14.36,summer,urban,0.57,Poor
100.07,74.49,80.6,0.77,0.31,0.23,3.08,early_morning,saturday,0.4,0.31,0.18,5.72,13.5,0.51,20.57,spring,regional,0.23,Excellent
257.51,192.78,80.15,0.94,0.45,0.31,0.0,midday,friday,0.25,0.34,0.23,27.91,15.86,0.52,12.82,spring,regional,0.5,Excellent
196.01,144.18,81.57,0.86,0.41,0.03,1.33,afternoon_peak,sunday,0.29,0.33,0.36,20.22,20.63,0.41,9.0,summer,regional,0.51,Excellent
108.88,73.68,88.66,0.85,0.29,0.27,2.86,afternoon_peak,sunday,0.13,0.31,0.13,7.77,5.88,0.56,17.83,spring,regional,0.38,Excellent
44.05,52.53,50.31,0.5,0.62,0.63,4.96,afternoon_peak,wednesday,0.48,0.5,0.24,3.72,-5.61,0.74,26.05,winter,suburban,0.35,Moderate
32.12,51.07,37.73,0.52,0.48,0.1,1.62,night,thursday,0.46,0.28,0.44,8.77,10.02,0.45,8.93,summer,suburban,0.33,Good
225.96,204.56,66.28,0.74,0.64,0.6,6.96,afternoon_peak,friday,0.42,0.49,0.22,17.4,-7.96,0.7,15.87,winter,regional,0.48,Moderate
245.82,179.36,82.23,0.8,0.4,0.45,6.29,evening,thursday,0.42,0.3,0.2,18.47,8.29,0.7,17.51,autumn,regional,0.39,Good
14.7,44.83,19.68,0.38,0.82,0.3,1.45,morning_peak,thursday,0.76,0.54,0.36,4.27,10.28,0.69,19.33,spring,urban,0.57,Poor
13.9,33.81,24.67,0.46,0.96,0.28,1.32,morning_peak,wednesday,0.97,0.6,0.6,5.22,15.22,0.62,14.64,summer,urban,0.58,Poor
25.86,59.89,25.91,0.38,0.79,0.32,2.96,evening,wednesday,0.92,0.48,0.41,1.0,9.02,0.6,21.74,spring,urban,0.54,Moderate
59.44,63.76,55.93,0.48,0.48,0.18,1.69,night,friday,0.41,0.41,0.35,1.76,12.32,0.55,23.02,summer,suburban,0.38,Good
30.25,70.5,25.74,0.34,0.61,0.73,2.67,midday,monday,0.73,0.53,0.31,10.24,-5.1,0.79,27.96,winter,urban,0.37,Poor
25.53,69.6,22.01,0.36,0.65,0.77,7.87,evening,wednesday,0.79,0.57,0.35,6.95,0.64,0.76,17.16,winter,urban,0.43,Poor
216.03,175.58,73.82,0.68,0.64,0.48,4.7,morning_peak,thursday,0.38,0.52,0.14,25.93,3.75,0.65,27.51,autumn,regional,0.48,Moderate
49.22,61.13,48.3,0.51,0.58,0.45,5.1,night,friday,0.51,0.4,0.22,10.04,13.53,0.65,17.7,spring,suburban,0.54,Moderate
89.03,75.63,70.63,0.81,0.4,0.43,5.74,night,sunday,0.38,0.44,0.32,6.14,8.1,0.59,22.63,autumn,regional,0.32,Good
102.27,77.08,79.61,0.65,0.57,0.41,2.31,midday,tuesday,0.36,0.52,0.19,10.24,14.42,0.56,18.95,autumn,regional,0.39,Good
13.76,31.85,25.93,0.46,0.91,0.49,4.43,morning_peak,wednesday,0.99,0.54,0.21,12.73,13.07,0.68,26.3,autumn,urban,0.57,Poor
13.16,43.17,18.29,0.44,0.89,0.6,2.99,afternoon_peak,monday,0.91,0.59,0.17,4.16,8.61,0.71,22.67,autumn,urban,0.48,Poor
29.29,116.53,15.08,0.4,0.97,0.43,2.99,morning_peak,thursday,0.94,0.65,0.24,10.67,11.25,0.59,8.18,spring,urban,0.62,Poor
244.31,255.21,57.44,0.79,0.65,0.2,0.76,afternoon_peak,monday,0.41,0.37,0.32,16.92,18.24,0.46,7.68,summer,regional,0.58,Good
28.71,65.06,26.47,0.3,0.8,0.66,8.17,night,tuesday,0.96,0.65,0.38,2.68,0.84,0.68,27.28,winter,urban,0.62,Poor
40.16,50.24,47.96,0.7,0.91,0.17,1.2,afternoon_peak,thursday,0.65,0.57,0.39,10.55,17.49,0.56,14.84,summer,suburban,0.57,Moderate
15.54,27.65,33.73,0.39,0.45,0.35,3.3,night,thursday,0.69,0.4,0.21,6.18,6.62,0.53,20.48,spring,urban,0.44,Moderate
20.79,60.66,20.56,0.38,0.6,0.74,5.57,night,wednesday,0.72,0.59,0.15,5.09,-1.14,0.74,26.04,winter,urban,0.49,Moderate
5.26,20.43,15.46,0.53,0.84,0.61,5.38,morning_peak,thursday,0.68,0.51,0.29,3.45,11.29,0.72,19.36,autumn,urban,0.56,Poor
171.35,135.37,75.95,0.74,0.64,0.64,3.41,afternoon_peak,wednesday,0.32,0.52,0.25,20.54,4.72,0.68,27.08,winter,regional,0.5,Moderate
42.59,74.3,34.39,0.43,0.63,0.11,1.07,night,monday,0.6,0.46,0.57,10.08,27.49,0.46,13.73,summer,suburban,0.51,Good
16.72,49.81,20.14,0.42,0.72,0.46,1.56,early_morning,tuesday,0.96,0.47,0.46,15.27,6.54,0.55,15.13,spring,urban,0.58,Moderate
278.55,188.37,88.73,0.98,0.52,0.31,2.66,morning_peak,friday,0.14,0.34,0.3,29.09,13.14,0.69,18.35,summer,regional,0.53,Good
182.1,157.75,69.26,0.65,0.43,0.21,3.19,midday,wednesday,0.17,0.46,0.3,23.49,26.24,0.55,12.54,summer,regional,0.44,Good
43.47,74.31,35.09,0.52,0.65,0.61,6.48,evening,wednesday,0.69,0.47,0.35,13.28,1.78,0.76,28.71,winter,suburban,0.43,Moderate
88.25,83.75,63.22,0.73,0.41,0.37,5.66,night,thursday,0.35,0.34,0.18,16.54,7.08,0.68,13.76,spring,regional,0.38,Good
4.8,10.18,28.32,0.29,0.69,0.23,1.77,afternoon_peak,thursday,0.73,0.39,0.23,6.28,5.69,0.56,16.33,spring,urban,0.47,Moderate
282.18,193.54,87.48,0.76,0.45,0.1,0.26,evening,thursday,0.28,0.29,0.37,22.88,25.4,0.59,11.93,summer,regional,0.52,Excellent
